property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
room for rent,"Muscat - Other, Muscat•",1,OMR 55,3.0,room,9,muscat,50,1.0,55.0
سوق السيب,"Al Seeb, Muscat•",2,OMR 200,60.0,room,9,seeb,66,2.0,200.0
bed space,"Ruwi, Muscat•",2,OMR 25,100.0,commercial,2,ruwi,61,2.0,25.0
millennium studio,"Salalah, Dhofar•",1,OMR 50,32.0,studio,12,salalah,65,1.0,50.0
منزل الايجار بصحم ديل ال عبدالسلام,"Saham, Al Batinah•",2,OMR 150,90.0,room,9,saham,64,2.0,150.0
house shiffting professional carpenter service,"Ansab, Muscat•",2,OMR 70,68.0,room,9,al ansab,2,2.0,70.0
استراحة وقاعة للمناسبات والأيجار اليومي,"Bidbid, Al Dakhiliya•",3,OMR 250,440.0,commercial,2,bidbid,30,3.0,250.0
stodio flat at alkhwier near sager hospital,"Al Khuwair, Muscat•",1,OMR 135,75.0,flat,4,al khuwair,13,1.0,135.0
شقق متوفره في عوقد,"Salalah, Dhofar•",3,OMR 50,10.0,apartment,0,salalah,65,3.0,50.0
3 bhk flat for rent in cbd area ruwi muscat,"Ruwi, Muscat•",3,OMR 275,150.0,flat,4,ruwi,61,3.0,275.0
office space for rent in al khuwair,"Al Khuwair, Muscat•",,OMR 550,120.0,commercial,2,al khuwair,13,1.7682119205298013,550.0
استراحة في ايتين موقع مميز,"Salalah, Dhofar•",1,OMR 50,200.0,villa,13,salalah,65,1.0,50.0
موالح جنوبيه,"Al Mawaleh, Muscat•",5,OMR 525,300.0,room,9,al mawaleh,15,5.0,525.0
فيلا راقيه للإيجار اليومي مفروشه سوبر لوكس في صلاله,"Salalah, Dhofar•",4,OMR 100,300.0,villa,13,salalah,65,4.0,100.0
شقق للإيجار,"Salalah, Dhofar•",4,OMR 50,28.0,apartment,0,salalah,65,4.0,50.0
شالية الموالح,"Al Mawaleh, Muscat•",1,OMR 50,200.0,room,9,al mawaleh,15,1.0,50.0
بوهيمي شالية,"Al Amarat, Muscat•",2,OMR 50,300.0,room,9,al amarat,1,2.0,50.0
شقة  للايجار( المعبيله الجنوبيه),"Al Maabilah, Muscat•",3,OMR 150,108.0,apartment,0,al maabilah,14,3.0,150.0
villa available opposit of star cinema,"Ruwi, Muscat•",6,OMR 400,200.0,villa,13,ruwi,61,6.0,400.0
خريف صلالة٢٠٢٥,"Salalah, Dhofar•",2,OMR 65,130.0,room,9,salalah,65,2.0,65.0
you will always get room,"Barka, Al Batinah•",3,OMR 80,50.0,room,9,barka,28,3.0,80.0
شاليه للإيجار اليومي جنوب الباطنه بركاء,"Barka, Al Batinah•",4,OMR 50,315.0,room,9,barka,28,4.0,50.0
stylish apartment with opera & ocean views – available now in al qurum,"Qurum, Muscat•",2,OMR 400,125.0,apartment,0,qurum,58,2.0,400.0
apartment for rent in ghala - شقة للإيجار في مرتفعات غلا,"Ghala, Muscat•",1,OMR 240,70.0,apartment,0,ghala,34,1.0,240.0
spacious commercial villa at madinat qaboos,"Madinat As Sultan Qaboos, Muscat•",7,"OMR 1,500",200.0,villa,13,madinat sultan qaboos,44,6.0,1500.0
room for rent in alhail,"Al Hail, Muscat•",1,OMR 130,30.0,room,9,al hail,8,1.0,130.0
room for rent alkuwair near children's park. exicutive batchelder only,"Al Khuwair, Muscat•",1,OMR 120,15.0,room,9,al khuwair,13,1.0,120.0
room for rent in alhail,"Al Hail, Muscat•",1,OMR 85,25.0,room,9,al hail,8,1.0,85.0
2bhk clean and neat flat with wifi free water and electric is prepaid,"Al Ghubrah, Muscat•",3,OMR 230,1.0,flat,4,al ghubrah,7,3.0,230.0
room for rent,"Al Mawaleh, Muscat•",1,OMR 95,12.0,room,9,al mawaleh,15,1.0,95.0
room for rent for bachelor lady,"Al Ghubrah, Muscat•",3,OMR 110,150.0,room,9,al ghubrah,7,3.0,110.0
shop for sale good customer good income any person need  call me,"Al Amarat, Muscat•",,"OMR 2,200",10.0,shop,11,al amarat,1,3.142857142857143,2200.0
industrial land 2160 sqm in al wasit,"Barka, Al Batinah•",,"OMR 2,500",2.0,land,7,barka,28,2.5833333333333335,2500.0
فيلا مستقلة للإيجار اليومي بصحنوت,"Salalah, Dhofar•",4,OMR 70,340.0,villa,13,salalah,65,4.0,70.0
new villa for rent in barka – north al-sumhan,"Barka, Al Batinah•",5,OMR 400,314.0,villa,13,barka,28,5.0,400.0
شقة للايجار على شارع 18 نوفمبر,"Al Ghubrah, Muscat•",4,OMR 490,100.0,apartment,0,al ghubrah,7,4.0,490.0
exicutive room for ladies and family,"Ruwi, Muscat•",1,OMR 90,12.0,room,9,ruwi,61,1.0,90.0
ارض صناعية بركا السقسوق للإيجار  industrial open land for rent saqsoq,"Barka, Al Batinah•",,OMR 350,1.0,land,7,barka,28,2.5833333333333335,350.0
غرفة في الخوير,"Al Khuwair, Muscat•",1,OMR 85,20.0,room,9,al khuwair,13,1.0,85.0
villa for rent just 190.000 omr,"Al Amarat, Muscat•",4,OMR 190,15.0,villa,13,al amarat,1,4.0,190.0
rooms for rent,"Barka, Al Batinah•",2,OMR 120,500.0,rooms,10,barka,28,2.0,120.0
shared accommodation in al khuwair,"Al Khuwair, Muscat•",3,OMR 40,120.0,room,9,al khuwair,13,3.0,40.0
للإيجار فلا في المعبيلة الثامنة,"Al Maabilah, Muscat•",6,OMR 450,330.0,room,9,al maabilah,14,6.0,450.0
fully furnished studio room for rent al ghubrah naer 18th nov street,"Azaiba, Muscat•",1,OMR 235,35.0,room,9,azaiba,26,1.0,235.0
commercial advertisement,"Al Khuwair, Muscat•",,OMR 300,164.0,room,9,al khuwair,13,2.0309110629067244,300.0
غرفه للايجار في العامرات المنطقه الي خلف شل بجنب الولو,"Al Amarat, Muscat•",1,OMR 70,100.0,room,9,al amarat,1,1.0,70.0
ارض ركنية سكنية للاستثمار بموقع ممتاز بالسعادة,"Salalah, Dhofar•",,"OMR 2,000",7.0,house,5,salalah,65,3.2545454545454544,2000.0
qurum park nearby located baba saleem shawarma coffee shop room for re,"Qurum, Muscat•",1,OMR 79,66.0,room,9,qurum,58,1.0,79.0
منزل ٣ غرف ٣حمامات صالة ومطبخ مفروش بالوادي,"Salalah, Dhofar•",3,OMR 35,450.0,room,9,salalah,65,3.0,35.0
furnished 3bhk for daily rent near al nahda tower شقة مفروشة للإيجار ا,"Salalah, Dhofar•",3,OMR 50,150.0,apartment,0,salalah,65,3.0,50.0
3÷1 bedrooms in al seeb,"Al Seeb, Muscat•",4,OMR 550,250.0,rooms,10,seeb,66,4.0,550.0
industrial land for rent 1500mtr sohar أرض صناعيةزاويةصحارللايجار,"Sohar, Al Batinah•",,OMR 390,1.0,land,7,sohar,70,2.5833333333333335,390.0
شقه للايجار غرفتين في صحلنوت السعر 25 ريال,"Salalah, Dhofar•",2,"OMR 2,500",90.0,room,9,salalah,65,2.0,2500.0
شقة للايجار 35 ريال,"Salalah, Dhofar•",3,OMR 50,300.0,apartment,0,salalah,65,3.0,50.0
محل تجاري في الهمبار للايجار,"Sohar, Al Batinah•",,OMR 60,18.0,shop,11,sohar,70,3.142857142857143,60.0
محلات,"Al Maabilah, Muscat•",,OMR 370,537.5,shop,11,al maabilah,14,3.142857142857143,370.0
1 bed space available in wadi adai big room with attached wahsroom,"Al Hamriyah, Muscat•",1,OMR 25,1.0,room,9,al hamriyah,9,1.0,25.0
room for rent,"Al Ghubrah, Muscat•",1,OMR 140,170.0,room,9,al ghubrah,7,1.0,140.0
عوقد الشماليه,"Salalah, Dhofar•",3,OMR 50,120.0,room,9,salalah,65,3.0,50.0
35 or شقة للايجار في الدهاريز الجنوبية صلالة,"Salalah, Dhofar•",2,OMR 50,85.0,apartment,0,salalah,65,2.0,50.0
شارع مازون خلف مدرسة الموهبة الخاصة الموالح al rayan chale al mawaleh,"Al Mawaleh, Muscat•",1,OMR 50,250.0,room,9,al mawaleh,15,1.0,50.0
3bhk flat near badr al sama mabella 91112573,"Al Maabilah, Muscat•",3,OMR 200,100.0,flat,4,al maabilah,14,3.0,200.0
شقة فاخرة للايجار مسقط هيلز the pearl muscat,"Muscat Hills, Muscat•",1,OMR 320,73.0,apartment,0,muscat hills,52,1.0,320.0
ڤلة جديدة للإيجار في الباطنة صحار,"Sohar, Al Batinah•",4,OMR 280,170.0,room,9,sohar,70,4.0,280.0
شقة مفروشة للإيجار في صلالة الجديدة,"Salalah, Dhofar•",3,OMR 50,100.0,apartment,0,salalah,65,3.0,50.0
house fully renovated for rent in al ghubrah south,"Bosher, Muscat•",3,OMR 600,190.0,room,9,bosher,32,3.0,600.0
studio apartment for rent in sandan city - halban,"Barka, Al Batinah•",Studio,OMR 80,48.0,apartment,0,barka,28,2.0232558139534884,80.0
sharing room near rusayl garden for south indian bachelors .,"Al Mawaleh, Muscat•",1,OMR 60,537.5,room,9,al mawaleh,15,1.0,60.0
"new villas for rent in al khuwairiyah, close to sohar port","Sohar, Al Batinah•",3,OMR 230,200.0,villa,13,sohar,70,3.0,230.0
one room for rent in a nice villa for a single profesional,"Al Hail, Muscat•",4,OMR 150,300.0,room,9,al hail,8,4.0,150.0
"2 & 3 bhk flat for rent in alkhuwair, qurum","Al Khuwair, Muscat•",2,OMR 270,150.0,flat,4,al khuwair,13,2.0,270.0
شقق واسعه في حماسه,"Al Buraimi, Al Buraimi•",2,OMR 70,80.0,apartment,0,al buraimi,4,2.0,70.0
office  store & showroom for rent in alkhuwair & shatil qurum,"Al Khuwair, Muscat•",,OMR 400,200.0,room,9,al khuwair,13,2.0309110629067244,400.0
شقة مفروشة للإيجار الشهري في السيب,"Al Seeb, Muscat•",1,OMR 90,90.0,apartment,0,seeb,66,1.0,90.0
1bhk full furnished flat for rent,"Bosher, Muscat•",1,OMR 300,65.0,flat,4,bosher,32,1.0,300.0
شقة عائلية للإيجار,"Salalah, Dhofar•",4,OMR 70,250.0,apartment,0,salalah,65,4.0,70.0
flat for rent,"Mutrah, Muscat•",1,OMR 110,111.0,flat,4,mutrah,53,1.0,110.0
شقق وفلل للإيجار,"Salalah, Dhofar•",3,OMR 50,200.0,apartment,0,salalah,65,3.0,50.0
bad space available,"Al Ghubrah, Muscat•",1,OMR 22,200.0,commercial,2,al ghubrah,7,1.0,22.0
شفة مفروشة للإيجار اليومي,"Salalah, Dhofar•",3,OMR 50,200.0,room,9,salalah,65,3.0,50.0
room for rent opposite al bandeŕ lulu,"Al Khoud, Muscat•",1,OMR 85,15.0,room,9,al khoud,12,1.0,85.0
big furnished rooms studio 1bhk flats near makkah hypkt lulu just120,"Al Ghubrah, Muscat•",1,OMR 120,5.0,flat,4,al ghubrah,7,1.0,120.0
"furnished rooms 120 studio 150 1bhk 180, 200 lulu makah hypmkt ghubra","Al Ghubrah, Muscat•",1,OMR 120,6.0,rooms,10,al ghubrah,7,1.0,120.0
fully furnished apartment with 2-bed space avilable excutive bachelors,"Azaiba, Muscat•",2,OMR 65,75.0,apartment,0,azaiba,26,2.0,65.0
fully furnished apartment with 2-bed space avilable excutive bachelors,"Ghala, Muscat•",3,OMR 65,75.0,apartment,0,ghala,34,3.0,65.0
land commercial rent in barka,"Barka, Al Batinah•",,"OMR 1,500",30.0,land,7,barka,28,2.5833333333333335,1500.0
مطلوب للشراء بناية عبارة محلات تجارية ومكاتب,"Al Seeb, Muscat•",,"OMR 500,000",100.0,commercial,2,seeb,66,1.7682119205298013,500000.0
شقة للايجار معبيلة جنب دوار الصفاء موقع ممتاز,"Al Maabilah, Muscat•",2,OMR 160,100.0,apartment,0,al maabilah,14,2.0,160.0
1bhk for rent in shaden alhail شقة غرفة وصالة للإيجار في شدن الحيل,"Al Hail, Muscat•",1,OMR 220,1.0,apartment,0,al hail,8,1.0,220.0
1bhk apartment in shaden al hail complex,"Al Hail, Muscat•",,OMR 200,121.0,apartment,0,al hail,8,2.0232558139534884,200.0
nice restaurant for rent. مطعم للتنازل يكافة محتوياته مع السجل التجاري,"Azaiba, Muscat•",,"OMR 7,500",150.0,room,9,azaiba,26,2.0309110629067244,7500.0
للإيجار: غرف للموظفات فقط,"Al Khoud, Muscat•",3,OMR 120,10.0,room,9,al khoud,12,3.0,120.0
3 seater sofa with 2 pilows  for sale immediately 20 omr last price,"Al Ghubrah, Muscat•",1,OMR 20,10.0,room,9,al ghubrah,7,1.0,20.0
room for rent in maabilah,"Al Maabilah, Muscat•",1,OMR 80,40.0,room,9,al maabilah,14,1.0,80.0
العذيبه الشماليه /مسقط,"Azaiba, Muscat•",3,OMR 390,190.0,room,9,azaiba,26,3.0,390.0
house shiffting service all muscat oman and dubai to oman muscat,"Al Seeb, Muscat•",2,OMR 75,98.0,room,9,seeb,66,2.0,75.0
فيلا للايجار في دارسيت قرب بلدية مسقط vlia,"Darsait, Muscat•",5,OMR 400,315.0,villa,13,darsait,33,5.0,400.0
bedroom for rent- unfurnished,"Al Khuwair, Muscat•",1,OMR 150,20.0,room,9,al khuwair,13,1.0,150.0
غرف مفروشه واستوديوهات غير مفروشه الموالح الجنوبيه,"Al Seeb, Muscat•",1,OMR 120,30.0,studio,12,seeb,66,1.0,120.0
فيلا راااااقية  الموقع والخدمات بالسعادة الجنوبية,"Salalah, Dhofar•",5,OMR 90,400.0,villa,13,salalah,65,5.0,90.0
فيلا روووووعة الموقع والخدمات,"Salalah, Dhofar•",6,OMR 90,400.0,villa,13,salalah,65,6.0,90.0
الخوير,"Al Khuwair, Muscat•",2,OMR 50,100.0,room,9,al khuwair,13,2.0,50.0
room for rent with shared gym and fully furnished in ghala,"Ghala, Muscat•",1,OMR 130,25.0,room,9,ghala,34,1.0,130.0
in alkhoud suq bed space available for rent,"Al Khoud, Muscat•",1,OMR 25,50.0,commercial,2,al khoud,12,1.0,25.0
bed space available for rent,"Al Khoud, Muscat•",1,OMR 25,50.0,commercial,2,al khoud,12,1.0,25.0
مطلوب بيت للايجار,"Barka, Al Batinah•",5,OMR 200,300.0,house,5,barka,28,5.0,200.0
شقة للإيجار خريف صلالة,"Salalah, Dhofar•",2,OMR 50,130.0,apartment,0,salalah,65,2.0,50.0
flat for rent excellent location in ruwi,"Ruwi, Muscat•",2,OMR 180,110.0,flat,4,ruwi,61,2.0,180.0
single room available in gala near al karama hyper market,"Bosher, Muscat•",1,OMR 105,50.0,room,9,bosher,32,1.0,105.0
wadi adair semi furnish room for single working lady,"Ruwi, Muscat•",1,OMR 80,25.0,room,9,ruwi,61,1.0,80.0
family room,"Al Hamriyah, Muscat•",1,OMR 90,60.0,room,9,al hamriyah,9,1.0,90.0
room available in mwalah shooq,"Al Mawaleh, Muscat•",1,OMR 75,123.0,room,9,al mawaleh,15,1.0,75.0
فله للإيجار,"Salalah, Dhofar•",9,OMR 888,537.5,room,9,salalah,65,6.0,888.0
hawana salalah one bedroom apartment for 60 per day,"Taqah, Dhofar•",1,OMR 350,65.0,apartment,0,taqah,75,1.0,350.0
صحلنوت أ فله راقيه  للإيجار خريف صلاله,"Salalah, Dhofar•",5,OMR 140,400.0,room,9,salalah,65,5.0,140.0
"for rent - 2-bedroom duplex home behind indian school, al mabelah.","Al Maabilah, Muscat•",2,OMR 190,150.0,room,9,al maabilah,14,2.0,190.0
bed space 35,"Al Khuwair, Muscat•",1,OMR 35,35.0,commercial,2,al khuwair,13,1.0,35.0
single furnished room for rent,"Al Khuwair, Muscat•",1,OMR 100,10.0,room,9,al khuwair,13,1.0,100.0
2 bhk flat for rent in qurum-al sarooj,"Qurum, Muscat•",2,OMR 400,110.0,flat,4,qurum,58,2.0,400.0
5 bedroom with majlis commercial villa for rent at shatti al qurum,"Qurum, Muscat•",,"OMR 1,300",325.0,room,9,qurum,58,2.0309110629067244,1300.0
room with attached washroom,"Azaiba, Muscat•",1,OMR 60,10.0,room,9,azaiba,26,1.0,60.0
2 bedroom new apartment for rent and for sale,"Al Hail, Muscat•",2,OMR 390,100.0,apartment,0,al hail,8,2.0,390.0
rooms  for rent  (separate),"Al Khuwair, Muscat•",2,OMR 115,123.0,rooms,10,al khuwair,13,2.0,115.0
ملحق الايجار في السيب,"Al Seeb, Muscat•",3,OMR 220,100.0,room,9,seeb,66,3.0,220.0
furnish room for single bachlor rent 95 wadi kabir,"Al Wadi Al Kabir, Muscat•",1,OMR 95,30.0,room,9,al wadi al kabir,24,1.0,95.0
فيلا دورين الدور الارضى لتاجير,"Salalah, Dhofar•",4,OMR 150,300.0,villa,13,salalah,65,4.0,150.0
partation room for rent,"Al Khuwair, Muscat•",1,OMR 80,45.0,room,9,al khuwair,13,1.0,80.0
azaiba villa,"Azaiba, Muscat•",4,OMR 600,500.0,villa,13,azaiba,26,4.0,600.0
sharing room,"Al Wadi Al Kabir, Muscat•",1,OMR 65,250.0,room,9,al wadi al kabir,24,1.0,65.0
جنوب الباطنة . بركاء,"Barka, Al Batinah•",4,OMR 50,200.0,room,9,barka,28,4.0,50.0
deluxe king room for rent,"Al Khoud, Muscat•",1,OMR 16,29.0,room,9,al khoud,12,1.0,16.0
villa for rent in mawaleh- seeb,"Al Mawaleh, Muscat•",5,OMR 550,537.5,villa,13,al mawaleh,15,5.0,550.0
economy room with twin beds for rent,"Al Khoud, Muscat•",1,OMR 13,30.0,room,9,al khoud,12,1.0,13.0
فيلا للإيجار ف صحلنوت,"Salalah, Dhofar•",7,OMR 200,537.5,villa,13,salalah,65,6.0,200.0
room for rent in al hail near shell and muscat pharmacy,"Al Hail, Muscat•",1,OMR 100,140.0,room,9,al hail,8,1.0,100.0
غرفه مع حمام ولوبي مطل ع البحر,"Ja'alan Bani Bu Ali, Al Sharqiya•",1,OMR 18,40.0,room,9,ja'alan bani bu ali,39,1.0,18.0
غرفة وحمام بالخوير خلف مجمع الياسمين وقريب لندن,"Al Khuwair, Muscat•",1,OMR 130,45.0,room,9,al khuwair,13,1.0,130.0
room for rent,"Sadab, Muscat•",1,OMR 125,20.0,room,9,sadab,62,1.0,125.0
flat for rent in wadi alkabeer,"Al Wadi Al Kabir, Muscat•",2,OMR 170,150.0,flat,4,al wadi al kabir,24,2.0,170.0
mob 91230475 alamerat cheapest shops for rent,"Al Amarat, Muscat•",,OMR 55,18.0,shop,11,al amarat,1,3.142857142857143,55.0
غرف وشقق واستديوهات مفروش وبدون فرش بالخوير٣٣خلف مطعم الضيعه اللبنانيه,"Al Khuwair, Muscat•",1,OMR 110,60.0,apartment,0,al khuwair,13,1.0,110.0
room for rent opposite ceasar hotel in al khuwair,"Al Khuwair, Muscat•",1,OMR 120,10.0,room,9,al khuwair,13,1.0,120.0
room with attached toilet for rent opposite ceasar hotel al khuwair,"Al Khuwair, Muscat•",1,OMR 160,160.0,room,9,al khuwair,13,1.0,160.0
مكان  قرب الموج الموالح الشماليه,"Al Seeb, Muscat•",1,OMR 180,120.0,room,9,seeb,66,1.0,180.0
room rent mob 99607462 call this no pls,"Ruwi, Muscat•",1,OMR 70,70.0,room,9,ruwi,61,1.0,70.0
house shiffting service all muscat oman and dubai to muscat oman,"Darsait, Muscat•",2,OMR 50,68.0,room,9,darsait,33,2.0,50.0
bed space available,"Ruwi, Muscat•",1,OMR 30,60.0,commercial,2,ruwi,61,1.0,30.0
shared accomadation in ghala al nadha tower,"Ghala, Muscat•",1,OMR 150,10.0,room,9,ghala,34,1.0,150.0
محل للايجار بمدينة العرفان,"Muscat Hills, Muscat•",,OMR 500,41.0,shop,11,muscat hills,52,3.142857142857143,500.0
غـرفـة للايجار في المعبيلة الجنوبية,"Al Seeb, Muscat•",1,OMR 100,20.0,room,9,seeb,66,1.0,100.0
big size double room  for rent غرفة مزدوجة كبيرة الحجم متاحة للإيجار,"Al Khoud, Muscat•",1,OMR 90,30.0,room,9,al khoud,12,1.0,90.0
منزل للايجار سيح ظبي ٣,"Al Amarat, Muscat•",2,OMR 140,350.0,room,9,al amarat,1,2.0,140.0
استديو عائلي في وادي عدي family studio in wadi adai 60 omr,"Mutrah, Muscat•",Studio,OMR 60,65.0,studio,12,mutrah,53,1.1372549019607843,60.0
مركز العذيبة العقاري,"Bidbid, Al Dakhiliya•",,"OMR 1,000",4.0,room,9,bidbid,30,2.0309110629067244,1000.0
غرفة للايجار بجوار ابو طحنون صحلنوت الشماليه,"Salalah, Dhofar•",1,OMR 50,60.0,room,9,salalah,65,1.0,50.0
غرفة وحمام في الغبره الجنوبية  room south al-ghubra,"Al Ghubrah, Muscat•",1,OMR 150,50.0,room,9,al ghubrah,7,1.0,150.0
industrial land for rent in ghala,"Ghala, Muscat•",,"OMR 3,500",3.0,land,7,ghala,34,2.5833333333333335,3500.0
2bhk furnished-flat for rent,"Qurum, Muscat•",2,OMR 500,132.0,flat,4,qurum,58,2.0,500.0
room with attached bathroom for working ladies,"Al Hail, Muscat•",1,OMR 75,30.0,room,9,al hail,8,1.0,75.0
hotel apartment for rent with free wifi n parking,"Al Ghubrah, Muscat•",2,OMR 50,537.5,apartment,0,al ghubrah,7,2.0,50.0
room for sale wadi hatat number3,"Al Amarat, Muscat•",3,OMR 100,537.5,room,9,al amarat,1,3.0,100.0
صلالة المعتزة بالقرب من حديقه صلالة العامة,"Salalah, Dhofar•",1,OMR 16,300.0,room,9,salalah,65,1.0,16.0
shop for rent in amrat al mahaj,"Al Amarat, Muscat•",,OMR 80,33.0,shop,11,al amarat,1,3.142857142857143,80.0
two bedrooms apartment for rent,"Al Ghubrah, Muscat•",2,OMR 270,110.0,apartment,0,al ghubrah,7,2.0,270.0
family members shering room,"Ruwi, Muscat•",1,OMR 80,52.0,room,9,ruwi,61,1.0,80.0
family room sharing ruwi,"Ruwi, Muscat•",1,OMR 80,152.0,room,9,ruwi,61,1.0,80.0
family room ruwi,"Ruwi, Muscat•",1,OMR 80,152.0,room,9,ruwi,61,1.0,80.0
room available ghunrah near emirates gift market,"Al Ghubrah, Muscat•",1,OMR 130,100.0,room,9,al ghubrah,7,1.0,130.0
"flat for rent – 2 rooms, 2 bathrooms, 1 kitchen","Al Duqum, Al Wusta•",2,OMR 10,100.0,flat,4,al duqum,6,2.0,10.0
3bhk flat for rent,"Al Ghubrah, Muscat•",3,OMR 400,10.0,flat,4,al ghubrah,7,3.0,400.0
شقق 3غرف واستوديو خط اول بالقرب من واجهة الشاطي الأسعار تتفاوت,"Salalah, Dhofar•",3,"OMR 3,520",100.0,apartment,0,salalah,65,3.0,3520.0
غرفه كبيره vip مع دوره مياه العامرات الخامسه,"Al Amarat, Muscat•",1,OMR 110,100.0,room,9,al amarat,1,1.0,110.0
1 bedroom flat in good condition for rent directly from owner من مالك,"The Wave (Almouj), Muscat•",1,OMR 500,110.0,flat,4,the wave,76,1.0,500.0
3 bedroom aparment for rent commercial,"Azaiba, Muscat•",3,OMR 350,150.0,room,9,azaiba,26,3.0,350.0
small room,"Al Ghubrah, Muscat•",1,OMR 50,60.0,room,9,al ghubrah,7,1.0,50.0
"1bhk flat for rent in ruwi-cbd,muscat.","Ruwi, Muscat•",1,OMR 140,2.0,flat,4,ruwi,61,1.0,140.0
فرصة استثمارية نادرة في قلب الخوير - مسقط,"Al Khuwair, Muscat•",9,"OMR 1,500",537.5,room,9,al khuwair,13,6.0,1500.0
flat for rent,"Ruwi, Muscat•",3,OMR 300,140.0,flat,4,ruwi,61,3.0,300.0
bed space available-ghubra,"Al Ghubrah, Muscat•",1,OMR 60,12.0,commercial,2,al ghubrah,7,1.0,60.0
showroom / shop for rent near bank dhofar,"Al Maabilah, Muscat•",,OMR 660,43.0,room,9,al maabilah,14,2.0309110629067244,660.0
building 104 للايجار محل العوهي الصناعية,"Sohar, Al Batinah•",,OMR 75,60.0,building,1,sohar,70,1.625,75.0
"prime commercial space for rent(office,shops & store)","Bosher, Muscat•",,OMR 450,109.0,commercial,2,bosher,32,1.7682119205298013,450.0
shop for rent,"Bosher, Muscat•",,OMR 200,28.0,shop,11,bosher,32,3.142857142857143,200.0
إيجار يومي بصلاله,"Salalah, Dhofar•",2,OMR 50,100.0,room,9,salalah,65,2.0,50.0
shop for rent. big commercial space for rent in barka fully equipped,"Barka, Al Batinah•",,OMR 495,275.0,shop,11,barka,28,3.142857142857143,495.0
bed space omr 45.000,"Al Wadi Al Kabir, Muscat•",1,OMR 45,100.0,commercial,2,al wadi al kabir,24,1.0,45.0
شقة للايجار في بوشر,"Bosher, Muscat•",1,OMR 150,80.0,apartment,0,bosher,32,1.0,150.0
شقة للايجار اليومي ٢٥ ريال للعوائل,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
room for rent (for kabayan),"Al Hail, Muscat•",1,OMR 100,15.0,room,9,al hail,8,1.0,100.0
العامرات المحج,"Al Amarat, Muscat•",,OMR 120,34.0,room,9,al amarat,1,2.0309110629067244,120.0
للايجار فيلا   for rent villa,"Al Amarat, Muscat•",6,OMR 300,537.5,villa,13,al amarat,1,6.0,300.0
lexuary 2 bedroom apartment at muscat hills,"Muscat Hills, Muscat•",2,OMR 400,140.0,apartment,0,muscat hills,52,2.0,400.0
flat in salalah daliy  شقق في صلالة يومي,"Salalah, Dhofar•",2,OMR 50,100.0,flat,4,salalah,65,2.0,50.0
شقه للإيجار,"Salalah, Dhofar•",3,OMR 50,525.0,room,9,salalah,65,3.0,50.0
صلالة,"Salalah, Dhofar•",4,OMR 50,350.0,room,9,salalah,65,4.0,50.0
including 75 omr    electric water free,"Al Hail, Muscat•",1,OMR 75,12.0,room,9,al hail,8,1.0,75.0
running mobile shop business for rent,"Ruwi, Muscat•",,OMR 140,50.0,shop,11,ruwi,61,3.142857142857143,140.0
rooms and bed space for rent,"Khasab, Musandam•",3,OMR 160,15.0,rooms,10,khasab,40,3.0,160.0
صلاله عوقد,"Salalah, Dhofar•",5,OMR 75,537.5,room,9,salalah,65,5.0,75.0
شقق للايجار قنتب 99210906,"Qantab, Muscat•",2,OMR 160,90.0,apartment,0,qantab,56,2.0,160.0
شقه واسعه للإيجار,"Al Amarat, Muscat•",2,OMR 125,120.0,room,9,al amarat,1,2.0,125.0
room for rent غرفه للإيجار,"Al Amarat, Muscat•",1,OMR 90,40.0,room,9,al amarat,1,1.0,90.0
غرفة للإجار نزوى 6 ريال,"Nizwa, Al Dakhiliya•",1,OMR 10,70.0,room,9,nizwa,55,1.0,10.0
شقه مفروشه للايجار,"Al Maabilah, Muscat•",2,OMR 190,100.0,room,9,al maabilah,14,2.0,190.0
"room for rent with attached bathroom and electricity, water, wifi","Qurum, Muscat•",1,OMR 115,200.0,room,9,qurum,58,1.0,115.0
محلات للاجار في سوق الكامل,"Al Kamil and Al Waafi, Al Sharqiya•",,OMR 70,32.0,shop,11,al kamil waafi,10,3.142857142857143,70.0
شقق للايجارwadi kabeer   flat for rent,"Al Wadi Al Kabir, Muscat•",3,OMR 130,150.0,flat,4,al wadi al kabir,24,3.0,130.0
شالية العز عروض الافتتاح,"Al Mudaibi, Al Sharqiya•",2,OMR 50,150.0,room,9,al mudaibi,18,2.0,50.0
room / space for rent,"Bosher, Muscat•",1,OMR 85,12.0,room,9,bosher,32,1.0,85.0
room rent for bedspace,"Barka, Al Batinah•",1,OMR 40,303.0,room,9,barka,28,1.0,40.0
room for rent,"Al Khuwair, Muscat•",1,OMR 100,10.0,room,9,al khuwair,13,1.0,100.0
غرفة للايجار في نزوى,"Nizwa, Al Dakhiliya•",1,OMR 10,70.0,room,9,nizwa,55,1.0,10.0
"building , full floor for rent","Qurum, Muscat•",,"OMR 8,000",537.5,building,1,qurum,58,1.625,8000.0
studio for rent,"Al Ghubrah, Muscat•",1,OMR 270,32.0,studio,12,al ghubrah,7,1.0,270.0
bes space available at wadi kabir,"Al Wadi Al Kabir, Muscat•",1,OMR 30,100.0,commercial,2,al wadi al kabir,24,1.0,30.0
