property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
2-bedroom apartment,Al Khuwair,2,OMR250,128.5663047808765,apartment,0,al khuwair,13,2.0,250.0
5-bedroom standalone villa,Shatti Al Qurum,5,"OMR1,700",142.29293422404933,room,9,shatti al qurum,68,5.0,1700.0
5-bedroom detached villa,Shatti Al Qurum,5,"OMR5,000",142.29293422404933,room,9,shatti al qurum,68,5.0,5000.0
office space,Al Ghoubrah,OUTSIDE,OMR650,128.6710243902439,commercial,2,al ghubrah,7,1.7682119205298013,650.0
commercial showroom,Azaiba,,"OMR1,350",142.29293422404933,room,9,azaiba,26,2.0309110629067244,1350.0
2-bedroom apartment,Qurum,2,OMR500,128.5663047808765,apartment,0,qurum,58,2.0,500.0
4-bedroom villa,Qurum,4,OMR550,142.29293422404933,room,9,qurum,58,4.0,550.0
5-bedroom detached villa,Shatti Al Qurum,5,"OMR2,000",142.29293422404933,room,9,shatti al qurum,68,5.0,2000.0
2-bedroom compound villa,Shatti Al Qurum,2,OMR375,142.29293422404933,room,9,shatti al qurum,68,2.0,375.0
furnished studio apartment,Salalah,1,OMR300,128.5663047808765,apartment,0,salalah,65,1.0,300.0
3+1 bedroom compound villa,Shatti Al Qurum,3,OMR550,142.29293422404933,room,9,shatti al qurum,68,3.0,550.0
4+1 townhouse,Qurum,4,OMR750,355.98643304130167,villa,13,qurum,58,4.0,750.0
6+1 bedroom villa,Shatti Al Qurum,6,"OMR1,000",142.29293422404933,room,9,shatti al qurum,68,6.0,1000.0
2-3 bedroom apartment,Ruwi,2,OMR180,128.5663047808765,apartment,0,ruwi,61,2.0,180.0
2-bedroom apartment,Ruwi,2,OMR200,128.5663047808765,apartment,0,ruwi,61,2.0,200.0
2-3 bedroom apartment,Ruwi,2,OMR200,128.5663047808765,apartment,0,ruwi,61,2.0,200.0
2-bedroom apartment,Ruwi,2,OMR200,128.5663047808765,apartment,0,ruwi,61,2.0,200.0
2-3 bedroom apartment,Ruwi,OUTSIDE,OMR200,128.5663047808765,apartment,0,ruwi,61,2.0232558139534884,200.0
commercial office space,Shatti Al Qurum,OUTSIDE,OMR6,128.6710243902439,commercial,2,shatti al qurum,68,1.7682119205298013,6.0
2 bedroom apartment,Al Khuwair,2,OMR400,128.5663047808765,apartment,0,al khuwair,13,2.0,400.0
75 & 55 sqm offices,Ghala,75,OMR7,128.6710243902439,commercial,2,ghala,34,6.0,7.0
commercial offices,Ghala,7,OMR150,128.6710243902439,commercial,2,ghala,34,6.0,150.0
commercial shops,Ghala,5+,OMR250,79.62848484848485,shop,11,ghala,34,3.142857142857143,250.0
8 bedroom detached villa,Ruwi,8,"OMR2,800",142.29293422404933,room,9,ruwi,61,6.0,2800.0
two floors showroom,Ruwi,OUTSIDE,"OMR4,500",142.29293422404933,room,9,ruwi,61,2.0309110629067244,4500.0
shop available,Shatti Al Qurum,UNSHADED,"OMR1,700",79.62848484848485,shop,11,shatti al qurum,68,3.142857142857143,1700.0
office space,Shatti Al Qurum,OUTSIDE,OMR600,128.6710243902439,commercial,2,shatti al qurum,68,1.7682119205298013,600.0
2 bedroom apartment,Shatti Al Qurum,2,OMR500,128.5663047808765,apartment,0,shatti al qurum,68,2.0,500.0
4 bedroom apartment,Mutrah,4,OMR200,128.5663047808765,apartment,0,mutrah,53,4.0,200.0
3 bedroom townhouse,Qurum,3,"OMR145,000",142.29293422404933,room,9,qurum,58,3.0,145000.0
2 commercial shops,Al Ghoubrah,OUTSIDE,OMR7,79.62848484848485,shop,11,al ghubrah,7,3.142857142857143,7.0
5 bedroom detached villa,Al Hail,5,OMR900,142.29293422404933,room,9,al hail,8,5.0,900.0
2 bedroom apartment in (seeb),Seeb,2,OMR350,128.5663047808765,apartment,0,seeb,66,2.0,350.0
4 bedroom renovated detached villa,Azaiba,4,OMR-950,340.0,room,9,azaiba,26,4.0,-950.0
6 bedroom detached villa in (shatti al qurum),Shatti Al Qurum,6,OMR-950,350.0,room,9,shatti al qurum,68,6.0,-950.0
2 bedroom apartment in (bosher),Bausher,2,OMR475,128.5663047808765,apartment,0,bosher,32,2.0,475.0
4 bedroom detached villa in (nizwa),Nizwa,4,OMR-600,400.0,room,9,nizwa,55,4.0,-600.0
adv905*4bhk villa for rent in madinat illam in a complex,"Qurum, Muscat•",4,OMR 750,300.0,villa,13,qurum,58,4.0,750.0
adv906**4bhk villa in a comples in shatti qurum,"Qurum, Muscat•",4,"OMR 1,900",300.0,villa,13,qurum,58,4.0,1900.0
adc507*** office space in azaiba – 440 sqm for rent*,"Azaiba, Muscat•",,"OMR 2,310",440.0,commercial,2,azaiba,26,1.7682119205298013,2310.0
*adv705** 3+1 bhk villa for rent in bousher –al muna,"Bosher, Muscat•",3,OMR 650,350.0,villa,13,bosher,32,3.0,650.0
4 br + maid’s room spacious well-designed villa in azaiba,"Azaiba, Muscat•",4,OMR 750,439.0,room,9,azaiba,26,4.0,750.0
2 br beautiful apartment with panoramic views – muscat hills,"Muscat Hills, Muscat•",2,OMR 430,119.0,apartment,0,muscat hills,52,2.0,430.0
"2 br fully furnished apartment in juman two, al mouj - with amenities","The Wave (Almouj), Muscat•",2,"OMR 1,250",109.0,apartment,0,the wave,76,2.0,1250.0
2 br + 1 bedroom brand new apartment in shatti al qurum,"Qurum, Muscat•",2,OMR 525,119.0,apartment,0,qurum,58,2.0,525.0
1 br + 1 bedroom brand new apartment in shatti al qurum,"Qurum, Muscat•",1,OMR 400,89.0,apartment,0,qurum,58,1.0,400.0
adv905*4bhk villa for rent in madinat illam in a complex,"Qurum, Muscat•",4,OMR 750,300.0,villa,13,qurum,58,4.0,750.0
adv906**4bhk villa in a comples in shatti qurum,"Qurum, Muscat•",4,"OMR 1,900",300.0,villa,13,qurum,58,4.0,1900.0
adc507*** office space in azaiba – 440 sqm for rent*,"Azaiba, Muscat•",,"OMR 2,310",440.0,commercial,2,azaiba,26,1.7682119205298013,2310.0
*adv705** 3+1 bhk villa for rent in bousher –al muna,"Bosher, Muscat•",3,OMR 650,350.0,villa,13,bosher,32,3.0,650.0
4 br + maid’s room spacious well-designed villa in azaiba,"Azaiba, Muscat•",4,OMR 750,439.0,room,9,azaiba,26,4.0,750.0
2 br beautiful apartment with panoramic views – muscat hills,"Muscat Hills, Muscat•",2,OMR 430,119.0,apartment,0,muscat hills,52,2.0,430.0
"2 br fully furnished apartment in juman two, al mouj - with amenities","The Wave (Almouj), Muscat•",2,"OMR 1,250",109.0,apartment,0,the wave,76,2.0,1250.0
2 br + 1 bedroom brand new apartment in shatti al qurum,"Qurum, Muscat•",2,OMR 525,119.0,apartment,0,qurum,58,2.0,525.0
1 br + 1 bedroom brand new apartment in shatti al qurum,"Qurum, Muscat•",1,OMR 400,89.0,apartment,0,qurum,58,1.0,400.0
54 sqm office for rent in muscat hills,"Muscat Hills, Muscat•",,OMR 297,54.0,commercial,2,muscat hills,52,1.7682119205298013,297.0
31.87 s	qm shop in azaiba – commercial use – excellent location,"Azaiba, Muscat•",,OMR 480,31.87,shop,11,azaiba,26,3.142857142857143,480.0
bosher | brand new 3+1 br townhouses,"Bosher, Muscat•",3,OMR 850,300.0,villa,13,bosher,32,3.0,850.0
qurum | spacious 6 br compound villa,"Qurum, Muscat•",6,"OMR 1,000",300.0,villa,13,qurum,58,6.0,1000.0
qurum | 6 br compound villa,"Qurum, Muscat•",6,OMR 650,300.0,villa,13,qurum,58,6.0,650.0
محل للايجار ف الخوض السادسه قريب من جميع الخدمات موقع تجاري مميز,"Al Khoud, Muscat•",,OMR 160,16.0,shop,11,al khoud,12,3.142857142857143,160.0
فيلا راقية جديدة للايجار في المعبيلة  villa for rent,"Al Maabilah, Muscat•",6,OMR 500,408.0,villa,13,al maabilah,14,6.0,500.0
shop for rent in seeb souq,"Al Seeb, Muscat•",,OMR 100,25.0,shop,11,seeb,66,3.142857142857143,100.0
2bhk in darsait free wifi (b1577),"Darsait, Muscat•",2,OMR 160,95.0,room,9,darsait,33,2.0,160.0
2bhk flat in almumtaz free wifi (b3434),"Ruwi, Muscat•",2,OMR 220,100.0,flat,4,ruwi,61,2.0,220.0
sr-hk-595 fully furnished townhouse for rent in almouj .,"The Wave (Almouj), Muscat•",2,OMR 800,200.0,villa,13,the wave,76,2.0,800.0
محلات للايجار في العامرات,"Al Amarat, Muscat•",,OMR 280,48.0,shop,11,al amarat,1,3.142857142857143,280.0
madinat qaboos | modern 3 br apartment,"Madinat As Sultan Qaboos, Muscat•",3,OMR 800,125.0,apartment,0,madinat sultan qaboos,44,3.0,800.0
madinat sultan qaboos | beautiful 1 br apartment,"Madinat As Sultan Qaboos, Muscat•",1,OMR 500,85.0,apartment,0,madinat sultan qaboos,44,1.0,500.0
"branded residence, spacious apartment with golf course view","The Wave (Almouj), Muscat•",3,"OMR 2,500",264.0,apartment,0,the wave,76,3.0,2500.0
adc803**145sqm  offices for rent in ghubra north,"Al Ghubrah, Muscat•",,OMR 725,145.0,commercial,2,al ghubrah,7,1.7682119205298013,725.0
ada602** 2 bedrooms apartments for rent in khuwair,"Al Khuwair, Muscat•",2,OMR 350,110.0,apartment,0,al khuwair,13,2.0,350.0
adv407**5bhk brand new villa in a complex in al hail south,"Al Hail, Muscat•",5,OMR 550,325.0,villa,13,al hail,8,5.0,550.0
adc701***shop for rent in new commercial building – 150 sqm,"Bosher, Muscat•",,"OMR 1,250",150.0,shop,11,bosher,32,3.142857142857143,1250.0
studio room near al mouj free wifi,"The Wave (Almouj), Muscat•",1,OMR 150,45.0,room,9,the wave,76,1.0,150.0
villa for rent near crowne plaza 4 bedrooms,"Qurum, Muscat•",4,"OMR 3,000",1.0,rooms,10,qurum,58,4.0,3000.0
محلات للايجار في موقع مميز بالموالح 11 shop for rent in al mawaleh 11,"Al Mawaleh, Muscat•",,OMR 200,29.6,shop,11,al mawaleh,15,3.142857142857143,200.0
beautiful and spacious villa in mabelah for rent,"Al Maabilah, Muscat•",9,OMR 800,400.0,villa,13,al maabilah,14,6.0,800.0
luxury office spaces at affordable prices now for rent!,"Al Khuwair, Muscat•",,OMR 250,15.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
all inclusive serviced office spaces for rent - al khuwair bait eteen,"Al Khuwair, Muscat•",,OMR 150,10.0,commercial,2,al khuwair,13,1.7682119205298013,150.0
brand new fuly firnished office spaces for rent - al khuwair !!,"Al Khuwair, Muscat•",,OMR 250,60.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
budget friendly fully furnished serviced offices for rent - al khuwair,"Al Khuwair, Muscat•",,OMR 100,10.0,commercial,2,al khuwair,13,1.7682119205298013,100.0
54 sqm office for rent in muscat hills,"Muscat Hills, Muscat•",,OMR 297,54.0,commercial,2,muscat hills,52,1.7682119205298013,297.0
31.87 s	qm shop in azaiba – commercial use – excellent location,"Azaiba, Muscat•",,OMR 480,31.87,shop,11,azaiba,26,3.142857142857143,480.0
bosher | brand new 3+1 br townhouses,"Bosher, Muscat•",3,OMR 850,300.0,villa,13,bosher,32,3.0,850.0
qurum | spacious 6 br compound villa,"Qurum, Muscat•",6,"OMR 1,000",300.0,villa,13,qurum,58,6.0,1000.0
qurum | 6 br compound villa,"Qurum, Muscat•",6,OMR 650,300.0,villa,13,qurum,58,6.0,650.0
محل للايجار ف الخوض السادسه قريب من جميع الخدمات موقع تجاري مميز,"Al Khoud, Muscat•",,OMR 160,16.0,shop,11,al khoud,12,3.142857142857143,160.0
فيلا راقية جديدة للايجار في المعبيلة  villa for rent,"Al Maabilah, Muscat•",6,OMR 500,408.0,villa,13,al maabilah,14,6.0,500.0
shop for rent in seeb souq,"Al Seeb, Muscat•",,OMR 100,25.0,shop,11,seeb,66,3.142857142857143,100.0
2bhk in darsait free wifi (b1577),"Darsait, Muscat•",2,OMR 160,95.0,room,9,darsait,33,2.0,160.0
one room in souq alseeb,"Al Seeb, Muscat•",1,OMR 100,65.0,room,9,seeb,66,1.0,100.0
shop for rent in seeb sooq (b291),"Al Seeb, Muscat•",,OMR 100,25.0,shop,11,seeb,66,3.142857142857143,100.0
shop in al hail south محل  الحيل الجنوبية,"Al Hail, Muscat•",,OMR 180,28.0,shop,11,al hail,8,3.142857142857143,180.0
3bhk luxury in wadi kabir free wifi,"Al Wadi Al Kabir, Muscat•",2,OMR 250,95.0,room,9,al wadi al kabir,24,2.0,250.0
2bhk luxury in wadi kabir free wifi(b2525),"Al Wadi Al Kabir, Muscat•",2,OMR 230,100.0,room,9,al wadi al kabir,24,2.0,230.0
25sqm shop in almarat (b7820),"Al Amarat, Muscat•",,OMR 80,30.0,shop,11,al amarat,1,3.142857142857143,80.0
لإيجار ارض المسفاه  400sqm land for rent in al-masfa,"Misfah, Muscat•",,OMR 320,400.0,land,7,misfah,49,2.5833333333333335,320.0
200sqm office in mabail free wifi (b1772),"Al Maabilah, Muscat•",,OMR 400,200.0,commercial,2,al maabilah,14,1.7682119205298013,400.0
30 sqm shop in mabila (b11356),"Al Maabilah, Muscat•",,OMR 100,30.0,shop,11,al maabilah,14,3.142857142857143,100.0
2bhk in mbd free fiber internet,"Ruwi, Muscat•",2,OMR 180,95.0,room,9,ruwi,61,2.0,180.0
168 sqm commercial property in alkhoud (b572),"Al Khoud, Muscat•",,OMR 420,168.0,room,9,al khoud,12,2.0309110629067244,420.0
158 sqm shop in mabil 3محل ارضي المعبيله,"Al Maabilah, Muscat•",,OMR 900,158.0,shop,11,al maabilah,14,3.142857142857143,900.0
beautiful 4+1 br villa available for rent in azaiba,"Azaiba, Muscat•",5,OMR 630,300.0,villa,13,azaiba,26,5.0,630.0
high-end villa for rent in al-azaiba,"Azaiba, Muscat•",4,OMR 630,350.0,villa,13,azaiba,26,4.0,630.0
azaiba | beautiful 4+1 br villa,"Azaiba, Muscat•",4,OMR 630,300.0,villa,13,azaiba,26,4.0,630.0
"adv901**a beautiful, maintained villa 4bhk+maid for rent in qurum in a","Qurum, Muscat•",4,OMR 700,365.0,villa,13,qurum,58,4.0,700.0
adw02***well-maintained 2bhk fully furnited flat in the wave – sea vie,"The Wave (Almouj), Muscat•",2,OMR 700,110.0,flat,4,the wave,76,2.0,700.0
adv936** 4bhk + maid's villa for rent in qurum,"Qurum, Muscat•",4,"OMR 1,200",420.0,villa,13,qurum,58,4.0,1200.0
adv937** 5bhk + maid's villa for rent in qurum,"Qurum, Muscat•",5,"OMR 1,600",450.0,villa,13,qurum,58,5.0,1600.0
adv904**3bhk+maid brand new villa in madinat illam,"Qurum, Muscat•",3,"OMR 1,050",350.0,villa,13,qurum,58,3.0,1050.0
furnished office for rent seeb مكتب للإيجار مؤثث في سكوير الخوض السيب,"Al Seeb, Muscat•",,OMR 140,100.0,commercial,2,seeb,66,1.7682119205298013,140.0
furnished office for rent avenues mall ghoubra مكتب للإيجار في الغبرة,"Bosher, Muscat•",,OMR 150,100.0,commercial,2,bosher,32,1.7682119205298013,150.0
adw05**beautiful & spacious fully furnished 2+1bhk apartment for rent,"The Wave (Almouj), Muscat•",2,"OMR 1,200",165.0,apartment,0,the wave,76,2.0,1200.0
rv05 - 4bhk groundfloor villa for rent in al khoud,"Al Khoud, Muscat•",4,OMR 400,537.5,villa,13,al khoud,12,4.0,400.0
brand new 2 bhk apartments in bausher – book in advance & save!,"Bosher, Muscat•",2,OMR 325,120.0,apartment,0,bosher,32,2.0,325.0
brand new spacious 5 bhk villa for rent – seeb,"Al Seeb, Muscat•",5,OMR 650,220.0,villa,13,seeb,66,5.0,650.0
prime brand new warehouse for rent in khazaen economic city,"Muscat - Other, Muscat•",,"OMR 1,800",537.5,warehouse,14,muscat,50,6.0,1800.0
prime open land & yard for rent in jifnain – ideal for logistics,"Muscat - Other, Muscat•",,"OMR 3,060",3.0,land,7,muscat,50,2.5833333333333335,3060.0
large retail space avaliable at suqoon building in azaiba,"Azaiba, Muscat•",,"OMR 2,316",386.0,commercial,2,azaiba,26,1.7682119205298013,2316.0
taminat - bausher - 2-bedroom apartment,"Bosher, Muscat•",2,OMR 425,140.0,apartment,0,bosher,32,2.0,425.0
"prime location for your business – wafa walk, salalah","Salalah, Dhofar•",,OMR 600,70.0,room,9,salalah,65,2.0309110629067244,600.0
3bhk flat for rent in mq,"Madinat As Sultan Qaboos, Muscat•",3,OMR 475,150.0,flat,4,madinat sultan qaboos,44,3.0,475.0
مكتب للإيجارمؤثث في سكوير الخوض السيب office for rent furnished,"Al Khoud, Muscat•",,OMR 140,100.0,commercial,2,al khoud,12,1.7682119205298013,140.0
office for rent in avenues mall ghubrah bawshar khuwair - مكتب للايجار,"Al Ghubrah, Muscat•",,OMR 150,100.0,commercial,2,al ghubrah,7,1.7682119205298013,150.0
madinat al ilam | spacious 4+1 bedroom townhouse,"Madinat As Sultan Qaboos, Muscat•",4,OMR 650,300.0,room,9,madinat sultan qaboos,44,4.0,650.0
one room in darsait free wifi(b3222),"Darsait, Muscat•",1,OMR 85,35.0,room,9,darsait,33,1.0,85.0
2bhk flat in almumtaz free wifi (b3434),"Ruwi, Muscat•",2,OMR 220,100.0,flat,4,ruwi,61,2.0,220.0
sr-hk-595 fully furnished townhouse for rent in almouj .,"The Wave (Almouj), Muscat•",2,OMR 800,200.0,villa,13,the wave,76,2.0,800.0
محلات للايجار في العامرات,"Al Amarat, Muscat•",,OMR 280,48.0,shop,11,al amarat,1,3.142857142857143,280.0
madinat qaboos | modern 3 br apartment,"Madinat As Sultan Qaboos, Muscat•",3,OMR 800,125.0,apartment,0,madinat sultan qaboos,44,3.0,800.0
madinat sultan qaboos | beautiful 1 br apartment,"Madinat As Sultan Qaboos, Muscat•",1,OMR 500,85.0,apartment,0,madinat sultan qaboos,44,1.0,500.0
"branded residence, spacious apartment with golf course view","The Wave (Almouj), Muscat•",3,"OMR 2,500",264.0,apartment,0,the wave,76,3.0,2500.0
adc803**145sqm  offices for rent in ghubra north,"Al Ghubrah, Muscat•",,OMR 725,145.0,commercial,2,al ghubrah,7,1.7682119205298013,725.0
ada602** 2 bedrooms apartments for rent in khuwair,"Al Khuwair, Muscat•",2,OMR 350,110.0,apartment,0,al khuwair,13,2.0,350.0
adv407**5bhk brand new villa in a complex in al hail south,"Al Hail, Muscat•",5,OMR 550,325.0,villa,13,al hail,8,5.0,550.0
madinat al ilam | modern opulent 7+2 br villa for rent,"Madinat As Sultan Qaboos, Muscat•",8,"OMR 2,500",500.0,villa,13,madinat sultan qaboos,44,6.0,2500.0
excellent 4+1 br br townhouses for rent in madinatl al illam,"Madinat As Sultan Qaboos, Muscat•",5,OMR 650,300.0,villa,13,madinat sultan qaboos,44,5.0,650.0
bosher al muna | modern 3+1br townhouse with private pool,"Bosher, Muscat•",4,OMR 800,300.0,villa,13,bosher,32,4.0,800.0
beautiful 4 br compound villa available for rent in al qurum,"Qurum, Muscat•",4,"OMR 1,800",400.0,villa,13,qurum,58,4.0,1800.0
apartment for rent \ sale  in al qurum,"Qurum, Muscat•",2,OMR 320,130.0,apartment,0,qurum,58,2.0,320.0
mq | excellent 5+1 br villa,"Madinat As Sultan Qaboos, Muscat•",5,OMR 850,300.0,villa,13,madinat sultan qaboos,44,5.0,850.0
al mouj  fully furnished 2bhk apartment with free wifi for rent,"The Wave (Almouj), Muscat•",2,OMR 849,180.0,apartment,0,the wave,76,2.0,849.0
qurum | deluxe 2bhk apartment for rent,"Qurum, Muscat•",2,OMR 449,145.0,apartment,0,qurum,58,2.0,449.0
wadi kabir | 1300 sqm warehouse with office,"Al Wadi Al Kabir, Muscat•",,"OMR 2,499",1.0,commercial,2,al wadi al kabir,24,1.7682119205298013,2499.0
ghala | 2200 sqm warehouse in prime location,"Ghala, Muscat•",,"OMR 3,999",2.0,warehouse,14,ghala,34,6.0,3999.0
al mouj | marina and sea view 2 bhk apartment in juman,"The Wave (Almouj), Muscat•",2,"OMR 1,299",135.0,apartment,0,the wave,76,2.0,1299.0
madinat al ilam | fully furnished 5+1br compound villa,"Madinat As Sultan Qaboos, Muscat•",6,"OMR 1,400",537.5,villa,13,madinat sultan qaboos,44,6.0,1400.0
madinat sultan qaboos | modern 4+1 luxurious villa with private pool,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,550",425.0,villa,13,madinat sultan qaboos,44,5.0,1550.0
al mouj | 2bhk full marina view with spacious open balcony,"The Wave (Almouj), Muscat•",2,OMR 999,115.0,room,9,the wave,76,2.0,999.0
madinat qaboos | modern 4+1 luxurious villa with private pool,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,550",325.0,villa,13,madinat sultan qaboos,44,5.0,1550.0
madinat sultan qaboos | modern high quality 6+2 bedroom luxurious vill,"Madinat As Sultan Qaboos, Muscat•",7,"OMR 1,999",537.5,room,9,madinat sultan qaboos,44,6.0,1999.0
1bhk near almouj free wifi (b173),"Al Mawaleh, Muscat•",1,OMR 200,85.0,room,9,al mawaleh,15,1.0,200.0
6bhk villa alkhoud free wifi ( one family only),"Al Khoud, Muscat•",6,OMR 480,300.0,villa,13,al khoud,12,6.0,480.0
adv1003** well maintained 4bhk+maid villa for rent in madinat sultan q,"Madinat As Sultan Qaboos, Muscat•",4,OMR 750,425.0,villa,13,madinat sultan qaboos,44,4.0,750.0
adv066**2bhk apartment for rent in bausher,"Bosher, Muscat•",2,OMR 300,90.0,apartment,0,bosher,32,2.0,300.0
adv501**for rent: brand new 6 bhk villa in azaibah – spacious & modern,"Azaiba, Muscat•",6,"OMR 1,000",537.5,villa,13,azaiba,26,6.0,1000.0
5bhk+maid villa fo rent in the wave,"The Wave (Almouj), Muscat•",5,"OMR 1,700",400.0,villa,13,the wave,76,5.0,1700.0
"warehouse for rent – khazaen, muscat","Barka, Al Batinah•",,"OMR 2,100",537.5,warehouse,14,barka,28,6.0,2100.0
excellent 2 br apartment in al khuwair,"Al Khuwair, Muscat•",2,OMR 280,105.0,apartment,0,al khuwair,13,2.0,280.0
muscat hills | furnished 1 bhk apartment,"Muscat Hills, Muscat•",1,OMR 450,85.0,apartment,0,muscat hills,52,1.0,450.0
luxurious furnished 4+1 br villa available for rent in mabela,"Al Maabilah, Muscat•",5,OMR 600,300.0,villa,13,al maabilah,14,5.0,600.0
brand new luxury villa in msq!,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,700",250.0,villa,13,madinat sultan qaboos,44,5.0,1700.0
commercial space for rent – prime road-front location in bosher!,"Bosher, Muscat•",,"OMR 2,000",110.0,commercial,2,bosher,32,1.7682119205298013,2000.0
beautiful 4+1 br villa available for qurum,"Qurum, Muscat•",5,OMR 700,330.0,villa,13,qurum,58,5.0,700.0
super 6 bedrooms villa for rent zunairah in almouj muscat,"The Wave (Almouj), Muscat•",6,"OMR 5,000",537.5,rooms,10,the wave,76,6.0,5000.0
95sqm office  in mabila3,"Al Maabilah, Muscat•",,OMR 250,95.0,commercial,2,al maabilah,14,1.7682119205298013,250.0
2bhk in ruwi (b71),"Ruwi, Muscat•",2,OMR 120,100.0,room,9,ruwi,61,2.0,120.0
fully furnished 2 bedrooms apartment in almouj muscat,"The Wave (Almouj), Muscat•",2,OMR 800,130.0,apartment,0,the wave,76,2.0,800.0
fully furnished commercial space for rent – al khuwair,"Al Khuwair, Muscat•",,OMR 775,140.0,commercial,2,al khuwair,13,1.7682119205298013,775.0
*adc001**brand new full building for rent – prime location in al mawal,"Al Mawaleh, Muscat•",,"OMR 8,000",2.0,building,1,al mawaleh,15,1.625,8000.0
fully furnished 1 br apartment,"Al Ghubrah, Muscat•",1,OMR 330,85.0,apartment,0,al ghubrah,7,1.0,330.0
adc701***shop for rent in new commercial building – 150 sqm,"Bosher, Muscat•",,"OMR 1,250",150.0,shop,11,bosher,32,3.142857142857143,1250.0
studio room near al mouj free wifi,"The Wave (Almouj), Muscat•",1,OMR 150,45.0,room,9,the wave,76,1.0,150.0
villa for rent near crowne plaza 4 bedrooms,"Qurum, Muscat•",4,"OMR 3,000",1.0,rooms,10,qurum,58,4.0,3000.0
محلات للايجار في موقع مميز بالموالح 11 shop for rent in al mawaleh 11,"Al Mawaleh, Muscat•",,OMR 200,29.6,shop,11,al mawaleh,15,3.142857142857143,200.0
beautiful and spacious villa in mabelah for rent,"Al Maabilah, Muscat•",9,OMR 800,400.0,villa,13,al maabilah,14,6.0,800.0
luxury office spaces at affordable prices now for rent!,"Al Khuwair, Muscat•",,OMR 250,15.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
all inclusive serviced office spaces for rent - al khuwair bait eteen,"Al Khuwair, Muscat•",,OMR 150,10.0,commercial,2,al khuwair,13,1.7682119205298013,150.0
brand new fuly firnished office spaces for rent - al khuwair !!,"Al Khuwair, Muscat•",,OMR 250,60.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
budget friendly fully furnished serviced offices for rent - al khuwair,"Al Khuwair, Muscat•",,OMR 100,10.0,commercial,2,al khuwair,13,1.7682119205298013,100.0
shop for rent,"Al Khoud, Muscat•",,OMR 850,94.0,shop,11,al khoud,12,3.142857142857143,850.0
للايجار شقه للعوائل في مرتفعات غلاء 2bhk for rent,"Ghala, Muscat•",2,OMR 260,100.0,room,9,ghala,34,2.0,260.0
"brand new shop for rent – al hail, near the sea","Al Hail, Muscat•",,OMR 460,23.0,shop,11,al hail,8,3.142857142857143,460.0
"brand new shop for rent – al hail, near the sea","Al Hail, Muscat•",,"OMR 1,000",50.0,shop,11,al hail,8,3.142857142857143,1000.0
office space for rent – prime location in al khuwair,"Al Khuwair, Muscat•",,OMR 700,200.0,commercial,2,al khuwair,13,1.7682119205298013,700.0
luxury duplex 3+1 bhk for rent in mq on ground floor,"Madinat As Sultan Qaboos, Muscat•",3,OMR 850,200.0,villa,13,madinat sultan qaboos,44,3.0,850.0
brand new fully furnished  2 bedrooms apartment for rent,"Ghala, Muscat•",2,OMR 375,100.0,apartment,0,ghala,34,2.0,375.0
warehouse for rent in rusayl,"Al Rusayl, Muscat•",,"OMR 1,900",537.5,warehouse,14,al rusayl,20,6.0,1900.0
مكتب للإيجار في مكان مميز في انصب,"Ansab, Muscat•",,OMR 285,55.5,commercial,2,al ansab,2,1.7682119205298013,285.0
the qube – retail shops for rent,"Al Ghubrah, Muscat•",,"OMR 1,500",140.0,shop,11,al ghubrah,7,3.142857142857143,1500.0
limited opportunities 1 bhk for rent in azaiba suqoon,"Azaiba, Muscat•",1,OMR 325,100.0,room,9,azaiba,26,1.0,325.0
brand new 2bhk huge terrace parking next to qatar airways,"Ghala, Muscat•",2,OMR 425,105.0,room,9,ghala,34,2.0,425.0
retail opportunities at ghala heights complex,"Ghala, Muscat•",,"OMR 2,000",324.36,commercial,2,ghala,34,1.7682119205298013,2000.0
azaiba - 4-bedroom villa,"Azaiba, Muscat•",4,OMR 950,250.0,room,9,azaiba,26,4.0,950.0
unique commercial spaces at the qube muscat - ghubrah,"Al Ghubrah, Muscat•",,"OMR 1,500",100.0,commercial,2,al ghubrah,7,1.7682119205298013,1500.0
office in ghala heights complex,"Ghala, Muscat•",,"OMR 1,600",200.0,commercial,2,ghala,34,1.7682119205298013,1600.0
"1,2,3 bhk flats for rent in taminat complex","Bosher, Muscat•",2,OMR 400,100.0,flat,4,bosher,32,2.0,400.0
modern offices for rent in mic towerمكاتب حديثة للإيجار,"Muscat - Other, Muscat•",,OMR 600,120.0,commercial,2,muscat,50,1.7682119205298013,600.0
hamptons business center in al qurum offers all you need,"Qurum, Muscat•",,OMR 250,10.0,room,9,qurum,58,2.0309110629067244,250.0
1 bhk flat for rent in lamar bausher,"Bosher, Muscat•",2,OMR 415,110.0,flat,4,bosher,32,2.0,415.0
fully furnished 2 br apartment,"Al Ghubrah, Muscat•",2,OMR 400,105.0,apartment,0,al ghubrah,7,2.0,400.0
